,IE0005042456,IE000BI0GCN3,IE000T9EOCL3,IE00B0M62X26,IE00B14X4Q57,IE00B1XNHC34,IE00B3FH7618,IE00B3ZW0K18,IE00B52MJY50,IE00B52VJ196,IE00B5M4WH52,IE00B66F4759,IE00B9M6RS56,IE00BD8PGZ49,IE00BDFK1573,IE00BDZVH966,IE00BFNM3G45,IE00BGPP6697,IE00BH4G7D40,IE00BHZPJ015,IE00BHZPJ239,IE00BHZPJ452,IE00BHZPJ783,IE00BHZPJ908,IE00BLDGH553,IE00BMDFDY08,IE00BMG6Z448,IE00BYYHSM20,IE00BYZTVT56,IE00BZ173V67,IE00BZ1NCS44
523,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154,4.502033360799154
524,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008,4.500608364741008
525,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679,4.49785836537679
526,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947,4.494183365503947
527,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522,4.494725020726522
528,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971,4.496141688028971
529,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541,4.498791678746541
530,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366,4.504650020599366
531,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153,4.509166685740153
532,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132,4.513116677602132
533,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329,4.518933343887329
534,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581,4.524791669845581
535,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005,4.531383339564005
536,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924,4.538283332188924
537,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136,4.543141667048136
538,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662,4.546900002161662
539,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677,4.552191670735677
540,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672,4.555183331171672
541,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869,4.556991672515869
542,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324,4.559425004323324
543,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748,4.563774998982748
544,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964,4.567408323287964
545,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458,4.570841646194458
546,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842,4.574191649754842
547,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892,4.576341644922892
548,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955,4.5787249883015955
549,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817,4.580249977111817
550,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574,4.580433305104574
551,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892,4.582591644922892
552,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265,4.585674969355265
553,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403,4.587308311462403
554,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932,4.592083311080932
555,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285,4.6007333119710285
556,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416,4.60848331451416
557,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625,4.6156083106994625
558,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417,4.62301664352417
559,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375,4.6305999755859375
560,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862,4.637633307774862
561,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695,4.646408303578695
562,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955,4.6544583161671955
563,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984,4.661216656366984
564,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495,4.668174997965495
565,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879,4.674650001525879
566,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824,4.680858341852824
567,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774,4.688083346684774
568,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096,4.69587500890096
569,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354,4.704383341471354
570,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249,4.717816686630249
571,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673,4.730658356348673
572,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077,4.743441692988077
573,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931,4.754516696929931
574,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119,4.763666709264119
575,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751,4.774983374277751
576,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422,4.787300030390422
