,IE0005042456,IE000BI0GCN3,IE000T9EOCL3,IE00B0M62X26,IE00B14X4Q57,IE00B1XNHC34,IE00B3FH7618,IE00B3ZW0K18,IE00B52MJY50,IE00B52VJ196,IE00B5M4WH52,IE00B66F4759,IE00B9M6RS56,IE00BD8PGZ49,IE00BDFK1573,IE00BDZVH966,IE00BFNM3G45,IE00BGPP6697,IE00BH4G7D40,IE00BHZPJ015,IE00BHZPJ239,IE00BHZPJ452,IE00BHZPJ783,IE00BHZPJ908,IE00BLDGH553,IE00BMDFDY08,IE00BMG6Z448,IE00BYYHSM20,IE00BYZTVT56,IE00BZ173V67,IE00BZ1NCS44
1055,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986,7.132683356602986
1056,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289,7.130433352788289
1057,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365,7.1294666767120365
1058,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258,7.133233340581258
1059,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395,7.1368833382924395
1060,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909,7.141483338673909
1061,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692,7.144983339309692
1062,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743,7.146250009536743
1063,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194,7.13956667582194
1064,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556,7.130849997202556
1065,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399,7.124266672134399
1066,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758,7.124300003051758
1067,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956,7.122983344395956
1068,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975,7.1174333413441975
1069,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849,7.113183339436849
1070,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142,7.108900006612142
1071,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815,7.1082833449045815
1072,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645,7.1098333358764645
1073,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016,7.107533343633016
1074,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733,7.107600005467733
1075,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182,7.103649997711182
1076,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227,7.103900003433227
1077,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946,7.102200015385946
1078,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315,7.102500025431315
1079,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686,7.1093833446502686
1080,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552,7.115566682815552
